차종코드(표준),판매지역,판매국가,원인부품(5),현상코드,현상명,사용일수,주행거리(km로 환산),특이사항,고장,원인부품숫자
[JFA] K5 [D5],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,21,1085,"[T]CUST STATES WHILE MAKING SHARP TURN HE CAR HEAR SOMING RATTLING/ ROLLING AOUND IN THE DASH. PLEASE CHECK AND ADVISE.                         test drove vehicle and verified customer concern. found an object rolling somewhere in the dash when doing a sharp turn left and right. removed vents and used
[T]test drove vehicle and verified customer concern. found an object rolling somewhere in the dash when doing a sharp turn left and right. removed vents and used a magnet through the vents with no luck. removed audio head unit and hvac control head. searched for any possible objects with no luck. ran a scope through the vents andwas unable to see any objects. taped a magnet to the scope and ran it al
[A]Natassia Servais (V-ADJUSTER) - Returned on: 01/28/20 13:03 with following comments - Please submita complete copy of RO including tech notes and punch times.
[S]CUST STATES WHILE MAKING SHARP TURN HE CAR HEAR SOMING RATTLING/ ROLLING AOUND IN THE DASH. PLEASE CHECK AND ADVISE.
",소음 관련,0
[JFA] K5 [D5],북미,미국,PANEL ASSY-CTR FACIA,Q53,소음/이음_요철로/둔턱,83,4768,"[T]CONDITION: CUSTOMER STATES RATTLE IN BELEIVED DASH AREA OVER BUMPS DRIVING AT ALL SPEEDS | CAUSE: CUSTOMER STATES INSPECT FOR A NOISE/VIBRATION COMPLAINT | CORRECTION: 2963 INSPECTED AND TEST DROVE VEHICLE FOUND NOISE FORM DASH/BEZEL REMOVED TRIM AND FOUND SCREW UNSECURED ADJUSTED AN REINSTALLED SCREW AND BEZEL RE-TORQUED RETEST OK AT THIS TIME NO PROBLEM FOUND             INSPECTED AND TEST DROVE VEHICLE FOUND NOISE FORM DASH/BEZEL REMOVED TRIM AND FOUND SCREW UNSECURED ADJUSTED AN REINSTALLED SCREW AND BEZEL RE-TORQUED RETEST OK AT THIS TIME NO PROBLEM FOUND
[T]INSPECTED AND TEST DROVE VEHICLE FOUND NOISE FORM DASH/BEZEL REMOVED TRIM AND FOUND SCREW UNSECURED ADJUSTED AN REINSTALLED SCREW AND BEZEL RE-TORQUED RETEST OK AT THIS TIME NO PROBLEM FOUND
[S]CONDITION: CUSTOMER STATES RATTLE IN BELEIVED DASH AREA OVER BUMPS DRIVING AT ALL SPEEDS | CAUSE: CUSTOMER STATES INSPECT FOR A NOISE/VIBRATION COMPLAINT | CORRECTION: 2963 INSPECTED AND TEST DROVE VEHICLE FOUND NOISE FORM DASH/BEZEL REMOVED TRIM AND FOUND SCREW UNSECURED ADJUSTED AN REINSTALLED SCREW AND BEZEL RE-TORQUED RETEST OK AT THIS TIME NO PROBLEM FOUND
",소음 관련,3
[JFA] K5 [D5],북미,미국,PANEL ASSY-CTR FACIA,Q55,소음/이음_주행중,231,10805,"[T]CONCERN: customer states squeak noise from radio area and when she pushes on dash it stops.   CAUSE: hvac garnish | CORRECTION: perform inspection of dash noise, able to duplicate concern. when driving vehicle noise heard from bottom section of dash. perform dash pad removal, found rub/scrape marks in hvac area and where dash meets center console. area has lots of play. install insulation to all affected areas and reinstall crash pad. re test driven and noise still at lower hvac garnish panel. o
[T]CAUSE: hvac garnish | CORRECTION: perform inspection of dash noise, able to duplicate concern. when driving vehicle noise heard from bottom section of dash. perform dash pad removal, found rub/scrape marks in hvac area and where dash meets center console. area has lots of play. install insulation to all affected areas and reinstall crash pad. re test driven and noise still at lower hvac garnish pa
[S]CONCERN: customer states squeak noise from radio area and when she pushes on dash it stops.
",소음 관련,3
[JFA] K5 [D5],북미,미국,PANEL ASSY-CTR FACIA,Q55,소음/이음_주행중,40,5131,"[T]CONDITION: WHEN REPLACING RADIO TECH FOUND BEZEL THAT SURROUNDS POWER/TUNER BUTTON WOULD NOT LAY FLUSH AFTER INSTALLATION | CORRECTION: REPLACED BEZEL                                      COPY OF INVOICE ATTACHED
[O]COPY OF INVOICE ATTACHED
[A]Natassia Servais (V-ADJUSTER) - Returned on: 11/27/18 08:24 with following comments - Please explain3 Cs, is this due to improper installation of audio unit? Please submit complete copy of RO including tech notes and punch times.
[S]CONDITION: WHEN REPLACING RADIO TECH FOUND BEZEL THAT SURROUNDS POWER/TUNER BUTTON WOULD NOT LAY FLUSH AFTER INSTALLATION | CORRECTION: REPLACED BEZEL
",소음 관련,3
[JFA] K5 [D5],북미,미국,PANEL ASSY-CTR FACIA,Q57,소음/이음_작동시,1308,50335,"[T]CONDITION: CUST. STATES THE FRAME AROUND THE RADIO IS CRACKED | CAUSE: SEE NOTES BELOW | CORRECTION: 31277 VERIFIED THE TRIM AROUND THE RADIO IS CRACKED. CRACKED DUE TO ADHESIVE AROUND RADIO WAS TOO STRONG WHEN REPLACEMENT OF CRASHPAD ON PREVIOUS RO #904179. REMOVED AND REPLACED TRIM AROUND RADIO. V
",소음 관련,3
[JFA] K5 [D5],북미,미국,PANEL ASSY-CTR FACIA,Q57,소음/이음_작동시,530,35087,"[T]CONDITION: REPLACING PANEL ASSY-CENTER (SURROUNDS RADIO - DAMAGED WHEN REPLACING RADIO) | CAUSE: FACIA PANEL POPPING OUT | CORRECTION: 21802 brought vehicle in shop. verified the center facia panel was popping out. replaced the faulty panel. installed the new panel. vehicle is operating normal. labo
[S]CONDITION: REPLACING PANEL ASSY-CENTER (SURROUNDS RADIO - DAMAGED WHEN REPLACING RADIO) | CAUSE: FACIA PANEL POPPING OUT | CORRECTION: 21802 brought vehicle in shop. verified the center facia panel was popping out. replaced the faulty panel. installed the new panel. vehicle is operating normal. labor op 84754R00 time 0.30
",소음 관련,3
[JFA] K5 [D5],북미,미국,COVER ASSY-FR CONSOL,Q57,소음/이음_작동시,1331,73977,"[T]CONDITION: CUSTOMER STATES THE DRIVER SIDE A/C VENT PIECE IS MISSING CHECK ANDVISE | CAUSE: FOUND TWO PIECES MISSING IN THE AC VENT ON THE LEFT OUTER SIDE ON THE DASH. | CORRECTION: REPLACED THE AC VENT. VEHICLE OPERATING AS MFG DESIGNED.
[S]CONDITION: CUSTOMER STATES THE DRIVER SIDE A/C VENT PIECE IS MISSING CHECK ANDVISE | CAUSE: FOUND TWO PIECES MISSING IN THE AC VENT ON THE LEFT OUTER SIDE ON THE DASH. | CORRECTION: REPLACED THE AC VENT. VEHICLE OPERATING AS MFG DESIGNED.
",소음 관련,6
[JFA] K5 [D5],북미,미국,COVER ASSY-FR CONSOL,Q51,소음/이음_가/감속시,378,13586,"[T]CUSTOMER STATES WHEN DRIVING DOWN THE HIGHWAY ONLY HEARS RATTLING NOISE COMING FROM PASSENGER''S SIDE AIR VENT.                               FOUND PASSENGER SIDE LOOSE SIDE TRIM COWL CAUSING THE RATTLE SOUND WHILE DRIVING. REPOSITION AND SECURED TO CORRECT THE CONCERN.
[T]FOUND PASSENGER SIDE LOOSE SIDE TRIM COWL CAUSING THE RATTLE SOUND WHILE DRIVING. REPOSITION AND SECURED TO CORRECT THE CONCERN.
[S]CUSTOMER STATES WHEN DRIVING DOWN THE HIGHWAY ONLY HEARS RATTLING NOISE COMING FROM PASSENGER'S SIDE AIR VENT.
",소음 관련,6
[JFA] K5 [D5],북미,미국,COVER ASSY-FR CONSOL,Q51,소음/이음_가/감속시,424,94338,"[T]CUSTOMER STATES THAT TRIM MOULDING GOING ACROSS DASH (FROM RADIO TO PASSENGER AC VENT) IS COMING OFF. PART ORDERED ON RO #202708 |           : REPLACED TRIM ON DASH BOARD
[T]: REPLACED TRIM ON DASH BOARD
[S]CUSTOMER STATES THAT TRIM MOULDING GOING ACROSS DASH (FROM RADIO TO PASSENGER AC VENT) IS COMING OFF. PART ORDERED ON RO #202708 |
",소음 관련,6
[JFA] K5 [D5],북미,미국,COVER ASSY-FR CONSOL,Q52,소음/이음_공회전시,911,41843,"[T]CONDITION: Customer States THAT THE TRIM PIECE UNDER RADIO THAT GOES ALL THE WAY ACROOS TO PASSENGER SIDE AIR VENT KEEPS POPPING OUT         found trim piece is bowed and doesn''t fit properly REMOVED AND replaced trim peice UNDER RADIO
[T]found trim piece is bowed and doesn't fit properly REMOVED AND replaced trim peice UNDER RADIO
[S]CONDITION: Customer States THAT THE TRIM PIECE UNDER RADIO THAT GOES ALL THE WAY ACROOS TO PASSENGER SIDE AIR VENT KEEPS POPPING OUT
",소음 관련,6
[JFA] K5 [D5],북미,미국,COVER ASSY-FR CONSOL,Q55,소음/이음_주행중,84,4052,"[T]CONDITION: CUSTOMER STATES DOOR IS MAKING LOUD NOISE                                          | CAUSE: POOR FIT AT RIGHT DASH AIR VENT | CORRECTION: 23000 CUSTOMER STATES HEARS A RATTLE FROM RIGHT FRONT DOOR. TEST DROVE AND VERIFIED CONCERN. TRACED TO RIGHT DASH VENT. FOUND RIGHT DASH VENT NOT FULLY SECURED AND SCREW LOOSE. TIGHTEN SCREW, REINSTALLED AND SECURED RIGHT DASH VENT. TEST DROVE AND VERIFIED CONCERN IS NOW CORRECTED.
[T]| CAUSE: POOR FIT AT RIGHT DASH AIR VENT | CORRECTION: 23000 CUSTOMER STATES HEARS A RATTLE FROM RIGHT FRONT DOOR. TEST DROVE AND VERIFIED CONCERN. TRACED TO RIGHT DASH VENT. FOUND RIGHT DASH VENT NOT FULLY SECURED AND SCREW LOOSE. TIGHTEN SCREW, REINSTALLED AND SECURED RIGHT DASH VENT. TEST DROVE AND VERIFIED CONCERN IS NOW CORRECTED.
[S]CONDITION: CUSTOMER STATES DOOR IS MAKING LOUD NOISE
",소음 관련,6
[JFA] K5 [D5],북미,미국,COVER ASSY-FR CONSOL,Q55,소음/이음_주행중,739,50768,"[T]CONDITION: C/S states dash coming apart at cluster area. | CAUSE: cluster and trim out of place | CORRECTION: Reinstall cluster and gray center trim assembly 84811R00 Cluster Housing Assy, R&R847A 0.40 84798R00 Crash Pad Plate, LH, R&R847A 0.30
[S]CONDITION: C/S states dash coming apart at cluster area. | CAUSE: cluster and trim out of place | CORRECTION: Reinstall cluster and gray center trim assembly 84811R00 Cluster Housing Assy, R&R847A 0.40 84798R00 Crash Pad Plate, LH, R&R847A 0.30
",소음 관련,6
[JFA] K5 [D5],북미,미국,COVER ASSY-FR CONSOL,Q55,소음/이음_주행중,836,34387,"[T]CUST STATES GETTING A DASHBOARD RATTLE- WHILE DRIV ING OVER NORMAL PAVEMENT- PLEASE INSTALL SOP GARNISH TRIM AS PER PREVIOUS INSPECTION      Correction: REMOVED DASH CRASH PAD RIGHT SIDE TRIM DUE TO POO R FIT AND CAUSING RATTLE. INSTALLED NEW TRIM AND ROAD TESTED TO VERIFY NO FURTHER RATTLE FROM THA
[T]Correction: REMOVED DASH CRASH PAD RIGHT SIDE TRIM DUE TO POO R FIT AND CAUSING RATTLE. INSTALLED NEW TRIM AND ROAD TESTED TO VERIFY NO FURTHER RATTLE FROM THA T TRIM CUSTOMER HAD A PENNY I THAT TRIM TO KEEP ITCorrection: REMOVED DASH CRASH PAD RIGHT SIDE TRIM DUE TO POO R FIT AND CAUSING RATTLE. INSTALLED NEW TRIM AND ROAD TESTED TO VERIFY NO FURTHER RATTLE FROM THA T TRIM CUSTOMER HAD A PENNY I
[O]no op code for rh garnish used op code for side vent that is part of this unit. requires removal of glovebox and side vent
[S]CUST STATES GETTING A DASHBOARD RATTLE- WHILE DRIV ING OVER NORMAL PAVEMENT- PLEASE INSTALL SOP GARNISH TRIM AS PER PREVIOUS INSPECTION
",소음 관련,6
[JFA] K5 [D5],북미,미국,COVER ASSY-FR CONSOL,Q57,소음/이음_작동시,938,39685,"[T]CONDITION: CUSTOMER STATES TRIM ON DASHBOARD IS BUBBLING CHECK AND ADVISE.. REFER TO RO 111405 parts manager found part | CAUSE: VERIFIED CLIENTS CONCERN. TRIM PIECE SHOWS SIGNS OF BUBBLING PAINT/CLEARCOAT, DEFECTIVE UNIT. RECOMMEND REPLACEMENT. | CORRECTION: REPLACED PASSENGER SIDE DASHBOARD TRIM P
[S]CONDITION: CUSTOMER STATES TRIM ON DASHBOARD IS BUBBLING CHECK AND ADVISE.. REFER TO RO 111405 parts manager found part | CAUSE: VERIFIED CLIENTS CONCERN. TRIM PIECE SHOWS SIGNS OF BUBBLING PAINT/CLEARCOAT, DEFECTIVE UNIT. RECOMMEND REPLACEMENT. | CORRECTION: REPLACED PASSENGER SIDE DASHBOARD TRIM PIECE WITH VENT ASSEMBLY. VERIFIED REPAIR.
",소음 관련,6
[JFA] K5 [D5],북미,미국,PANEL ASSY-CLUSTER F,Q52,소음/이음_공회전시,17,2163,"[T]CUSTOMER STATES THERE IS A LOOSE TRIM ON THE DASH PLEASE INSTALL SOP PART                     REPLACED THE CLUSTER FACIA THAT WAS WARPED
[T]REPLACED THE CLUSTER FACIA THAT WAS WARPED
[S]CUSTOMER STATES THERE IS A LOOSE TRIM ON THE DASH PLEASE INSTALL SOP PART
",소음 관련,2
[JFA] K5 [D5],북미,미국,PANEL ASSY-CLUSTER F,Q52,소음/이음_공회전시,5,373,"[T]CONDITION: CUSTOMER STATES THAT THE PLASTIC BEZEL AROUND THE INSTRUMENT CLUSTER IS STICKING OUT ON THE DRIVERS SIDE. HE CAN PUSH IT IN AND IT WILL HOLD FOR ABOUT 30 SECONDS AND THEN COME BACK OUT. CHECK AND ADVISE. | CAUSE: CLUSTER BEZEL WILL NOT SEAT PROPERLY INTO PLACE | CORRECTION: CLUSTER BEZEL
[S]CONDITION: CUSTOMER STATES THAT THE PLASTIC BEZEL AROUND THE INSTRUMENT CLUSTER IS STICKING OUT ON THE DRIVERS SIDE. HE CAN PUSH IT IN AND IT WILL HOLD FOR ABOUT 30 SECONDS AND THEN COME BACK OUT. CHECK AND ADVISE. | CAUSE: CLUSTER BEZEL WILL NOT SEAT PROPERLY INTO PLACE | CORRECTION: CLUSTER BEZEL REPLACED
",소음 관련,2
[JFA] K5 [D5],북미,미국,PANEL ASSY-CLUSTER F,Q53,소음/이음_요철로/둔턱,222,14005,"[T]CUSTOMER STATES WHEN HITTING BUMPS OR ON ROUGH ROADS DASH BOARD SQUEAKS.                      VERIFIED CUSTOMER CONCERN. FOUND SQUEEK NOISE COMING FROM GAUGE CLUSTER AREA. REMOVED GAUGE CLUSTER TRIM AND APPLIED DOUBLE SIDED FOAM TAPE TO CLUSTER TRIM.. ROAD TESTED MULTIPLE TIMES TO VERIFY REPAIRS.
[T]VERIFIED CUSTOMER CONCERN. FOUND SQUEEK NOISE COMING FROM GAUGE CLUSTER AREA. REMOVED GAUGE CLUSTER TRIM AND APPLIED DOUBLE SIDED FOAM TAPE TO CLUSTER TRIM.. ROAD TESTED MULTIPLE TIMES TO VERIFY REPAIRS.
[A]Refer to Original claim 43811 4v01.
[S]CUSTOMER STATES WHEN HITTING BUMPS OR ON ROUGH ROADS DASH BOARD SQUEAKS.
",소음 관련,2
[JFA] K5 [D5],북미,미국,PANEL ASSY-CLUSTER F,Q53,소음/이음_요철로/둔턱,222,14005,"[T]CUSTOMER STATES WHEN HITTING BUMPS OR ON ROUGH ROADS DASH BOARD SQUEAKS.                      VERIFIED CUSTOMER CONCERN. FOUND SQUEEK NOISE COMING FROM GAUGE CLUSTER AREA. REMOVED GAUGE CLUSTER TRIM AND APPLIED DOUBLE SIDED FOAM TAPE TO CLUSTER TRIM.. ROAD TESTED MULTIPLE TIMES TO VERIFY REPAIRS.
[T]VERIFIED CUSTOMER CONCERN. FOUND SQUEEK NOISE COMING FROM GAUGE CLUSTER AREA. REMOVED GAUGE CLUSTER TRIM AND APPLIED DOUBLE SIDED FOAM TAPE TO CLUSTER TRIM.. ROAD TESTED MULTIPLE TIMES TO VERIFY REPAIRS.
[A]Refer to Rental claim 43811 Nv01.
[S]CUSTOMER STATES WHEN HITTING BUMPS OR ON ROUGH ROADS DASH BOARD SQUEAKS.
",소음 관련,2
[JFA] K5 [D5],북미,미국,PANEL ASSY-CLUSTER F,Q55,소음/이음_주행중,441,47640,"[T]CUSTOMER STATES THERE IS A CLICKING/POPPING NOISE WHEN TURNING THE STEERING WHEEL.            VERIFIED THE CUSTOMERS CONCERN COMING FROM THE AREA OF THE STEERING COLUMN. REMOVED COLUMN COVERS AND NOISE WENT AWAY. FOUND COLUMN COVERS TO BE WARPED AND RUBBING AGAINST COLUMN. REMOVED AND REPLACED STEER
[T]VERIFIED THE CUSTOMERS CONCERN COMING FROM THE AREA OF THE STEERING COLUMN. REMOVED COLUMN COVERS AND NOISE WENT AWAY. FOUND COLUMN COVERS TO BE WARPED AND RUBBING AGAINST COLUMN. REMOVED AND REPLACED STEERING COLUMN COVERS AND TESTED OKAY AT THIS TIME.
[A]Refer to Original claim 09633 1v01.
[S]CUSTOMER STATES THERE IS A CLICKING/POPPING NOISE WHEN TURNING THE STEERING WHEEL.
",소음 관련,2
[JFA] K5 [D5],북미,미국,PANEL ASSY-CLUSTER F,Q55,소음/이음_주행중,441,47640,"[T]CUSTOMER STATES THERE IS A CLICKING/POPPING NOISE WHEN TURNING THE STEERING WHEEL.            VERIFIED THE CUSTOMERS CONCERN COMING FROM THE AREA OF THE STEERING COLUMN. REMOVED COLUMN COVERS AND NOISE WENT AWAY. FOUND COLUMN COVERS TO BE WARPED AND RUBBING AGAINST COLUMN. REMOVED AND REPLACED STEER
[T]VERIFIED THE CUSTOMERS CONCERN COMING FROM THE AREA OF THE STEERING COLUMN. REMOVED COLUMN COVERS AND NOISE WENT AWAY. FOUND COLUMN COVERS TO BE WARPED AND RUBBING AGAINST COLUMN. REMOVED AND REPLACED STEERING COLUMN COVERS AND TESTED OKAY AT THIS TIME.
[A]Refer to Rental claim 09633 Nv01.
[S]CUSTOMER STATES THERE IS A CLICKING/POPPING NOISE WHEN TURNING THE STEERING WHEEL.
",소음 관련,2
[JFA] K5 [D5],북미,미국,PANEL ASSY-CLUSTER F,Q55,소음/이음_주행중,581,80277,"[T]PREVIOUSLY INSPECTED VEHICLE AND FOUND THAT GAUGECLUSTER TRIM KEEPS POPPING OUT OF PLACE. ONCE APPRVED SPECIAL ORDERED NEW BEZEL DUE TO BEING WARPED.ONCE REPLACED VERIFIED PROPER FITMENT.
[T]PREVIOUSLY INSPECTED VEHICLE AND FOUND THAT GAUGECLUSTER TRIM KEEPS POPPING OUT OF PLACE. ONCE APPRVED SPECIAL ORDERED NEW BEZEL DUE TO BEING WARPED.ONCE REPLACED VERIFIED PROPER FITMENT.
",소음 관련,2
[JFA] K5 [D5],북미,미국,PANEL ASSY-CLUSTER F,Q55,소음/이음_주행중,632,27690,"[T]CONDITION: Customer states steering wheel is making a scrubbing noise when turning. (sop arrived)                                            found the cover will not stay in its correct location due to the tab on the front being broke and is rubbing the back of the steering wheel causing concern rep
[T]found the cover will not stay in its correct location due to the tab on the front being broke and is rubbing the back of the steering wheel causing concern replaced the covers on the steering column operating as desinged at this time 56140R00 Steering Wheel Lower Cover Assy; R&R 0.50
[S]CONDITION: Customer states steering wheel is making a scrubbing noise when turning. (sop arrived)
",소음 관련,2
[JFA] K5 [D5],북미,미국,PANEL ASSY-CLUSTER F,Q55,소음/이음_주행중,476,63342,"[T]CONDITION: CUST STATES THERE IS A SQUEEK NOISE FROM THE LEFT VENT DIAL | CAUSE: VERIFIED CUSTOMER CONCERN. INSPECTED CLUSTER FASCIA AND FOUND 2 COLLAPSED RETAINING CLIPS. AND WEAR MARKS ON THE TRIM TAP INSTALLED. | CORRECTION: 39360 VERIFIED CUSTOMER CONCERN. INSPECTED CLUSTER FASCIA AND FOUND 2 COL
[S]CONDITION: CUST STATES THERE IS A SQUEEK NOISE FROM THE LEFT VENT DIAL | CAUSE: VERIFIED CUSTOMER CONCERN. INSPECTED CLUSTER FASCIA AND FOUND 2 COLLAPSED RETAINING CLIPS. AND WEAR MARKS ON THE TRIM TAP INSTALLED. | CORRECTION: 39360 VERIFIED CUSTOMER CONCERN. INSPECTED CLUSTER FASCIA AND FOUND 2 COLLAPSED RETAINING CLIPS. AND WEAR MARKS ON THE TRIM TAP INSTALLED. 84811R00 40 REPLACED TO RETAINING
",소음 관련,2
[JFA] K5 [D5],북미,미국,PANEL ASSY-CLUSTER F,Q55,소음/이음_주행중,138,15799,"[T]CONDITION: CUSTOMER STATES DASH IS MAKIG RATTLE NOISE, RATTLE IN CUSTER AREA PLEASE CHECK AND ADVISE | CAUSE: . | CORRECTION: 9817 84811R00 80 Performed vehicle test drive and found noise coming from instrument cluster area. Removed lower drivers side dash area to remove instrument cluster trim and
[S]CONDITION: CUSTOMER STATES DASH IS MAKIG RATTLE NOISE, RATTLE IN CUSTER AREA PLEASE CHECK AND ADVISE | CAUSE: . | CORRECTION: 9817 84811R00 80 Performed vehicle test drive and found noise coming from instrument cluster area. Removed lower drivers side dash area to remove instrument cluster trim and found retainer clip on trim very loose Parts # 84830-D5AA0WK Causing noise when driving. Added insul
",소음 관련,2
[JFA] K5 [D5],북미,미국,PANEL ASSY-CLUSTER F,Q55,소음/이음_주행중,207,22037,"[T]CUSTOMER STATES THERE IS AN EXCESSIVE RATTLE IN DASHBOARD/CLUSTER AREA.                       TECH VERIFIED CONCERN, INSPECTION REVEALED THE RETAINING CLIPS ON CLUSTER FASCIA ARE FAULTY CAUSING RATTLE. TECH REPLACED CLUSTER FASCIA, NO MORE RATTLE FOUND, VEHICLE OPERATING AS DESIGNED AT THIS TIME.
[T]TECH VERIFIED CONCERN, INSPECTION REVEALED THE RETAINING CLIPS ON CLUSTER FASCIA ARE FAULTY CAUSING RATTLE. TECH REPLACED CLUSTER FASCIA, NO MORE RATTLE FOUND, VEHICLE OPERATING AS DESIGNED AT THIS TIME.
[S]CUSTOMER STATES THERE IS AN EXCESSIVE RATTLE IN DASHBOARD/CLUSTER AREA.
",소음 관련,2
[JFA] K5 [D5],북미,미국,PANEL ASSY-CLUSTER F,Q57,소음/이음_작동시,226,8026,"[T]CUST STATES FROM DASH RATTLES AND APPERAS LOOSE                                               VERFIED FROM DASH BEZEL RATTLES AND THERE IS A GAP BETWEEN INSTRUMENT PANEL AND DASH BOARD. REPLACED DASH CLUSTER TRIM. LOOKS AS DESIGNED AND NO RATTLES AT THIS TIME
[T]VERFIED FROM DASH BEZEL RATTLES AND THERE IS A GAP BETWEEN INSTRUMENT PANEL AND DASH BOARD. REPLACED DASH CLUSTER TRIM. LOOKS AS DESIGNED AND NO RATTLES AT THIS TIME
[S]CUST STATES FROM DASH RATTLES AND APPERAS LOOSE
",소음 관련,2
[JFA] K5 [D5],북미,미국,PANEL ASSY-CLUSTER F,Q57,소음/이음_작동시,690,52737,"[S]CONDITION: CUSTOMER STATES STEERING IS MAKING CLICKING SOUND AND COLUME IS LOOSE SPECIAL ORDER PART | CAUSE: TABS DEMATERIALIZED | CORRECTION: 32769 STEERING COLUMN BEZEL TABS DEMATERIALZED THROUGH HEAT. TABS NOT HOLDING TOGETHER CAUSING BEZEL TO BE UNEVEN MAKING CONTACT WITH STEERING WHEEL. REMOVED AND REPLACED TOP CLUSTER PAS BEZEL AND BOTTOM BEZEL. VERIFIED NO FURTHER NOISE WHEN TURNING. NORMAL OPERATION AT THIS TIME.
",소음 관련,2
(KH) K9 [DH],북미,미국,CRASH PAD ASSY-MAIN,Q55,소음/이음_주행중,886,56765,"[T]CONDITION: C.S DASHBOARD IS WARPED, OK TO INSTALL SOP | CAUSE: PWA APPROVED ON RO193367 AT 34097 MILES ON 11/21/17 FAULTY DASH | CORRECTION: REPLACED DASHBOARD ASSEMBLY AND CRASH PAD, CONCERN CORRECTED PLEASE SES ATTACHED
",소음 관련,0
(KH) K9 [DH],북미,미국,PANEL ASSY-CLUSTER F,Q55,소음/이음_주행중,520,43605,"[T]customer states rattle on driver side air vent brown dash trim.                               found the cluster panel assembly that was replaced in florida was loose and falling out and causing a rattle noise. applied felt tape to the clips and to the dash to ensure better fitment and to dampen the
[T]found the cluster panel assembly that was replaced in florida was loose and falling out and causing a rattle noise. applied felt tape to the clips and to the dash to ensure better fitment and to dampen the rattle noise. repaired panel.
[M]Gerard O'Sullivan (RPSM) - Approved on: 07/30/18 14:04 with following comments -cosmetic repair
[S]customer states rattle on driver side air vent brown dash trim.
",소음 관련,2
(KH) K9 [DH],북미,미국,PANEL ASSY-CLUSTER F,Q57,소음/이음_작동시,426,36246,"[T]CONDITION: CUSTOMER STATES RATTLE NOISE COMING FROM THE LEFT SIDE OF DASHBOARD ON THE WOOD PANEL IF PUSH IN IT STOPS THE NOISE SPECIAL PART ORDER IN | CAUSE: TRIM PART OF CLUSTER HOUSING , CLIPS WONT STAY IN PLACE CORRECTLY AND TRIM STAYS LOOSE | CORRECTION: 22522 TRIM PART OF CLUSTER HOUSING , CLIP
[S]CONDITION: CUSTOMER STATES RATTLE NOISE COMING FROM THE LEFT SIDE OF DASHBOARD ON THE WOOD PANEL IF PUSH IN IT STOPS THE NOISE SPECIAL PART ORDER IN | CAUSE: TRIM PART OF CLUSTER HOUSING , CLIPS WONT STAY IN PLACE CORRECTLY AND TRIM STAYS LOOSE | CORRECTION: 22522 TRIM PART OF CLUSTER HOUSING , CLIPS WONT STAY IN PLACE CORRECTLY AND TRIM STAYS LOOSE 84811R00 50 REPLACE CLUSTER HOUSING ASSY
",소음 관련,2
(BK) GENESIS COUPE [DK],북미,미국,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,566,21002,"[C]CUSTOMER STATES SQUEEKING NOISE FROM RIGHT FRONT TIRE WHEN GOING OVER BUMPS
[T]CAR WAS SUBLET OUT TO THE BODYSHOP FOR WELDING OF CROSS BAR AND REPAIR ROAD TEST
[S]TECH FOUND NOISE IS COMING FROM THE PASS. SIDE  COWL CROSS BAR AND  FRONT APRON AREA
",소음 관련,5
(BK) GENESIS COUPE [DK],북미,미국,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,549,18683,"[C]CUSTOMER REPORTS SQUEAK NOISE PRESENT WHILE DRIVING FROM RIGHT FRONT OVER BUMPS, CHECK AND REPORT
[T]VEHICLE SUSPENSION WITH JACK. NOISE IS LOUDEST FROM SMALL BODY PANEL BEHIND RIGHT FRONT FENDER. THERE ARE SEVERAL SPOT WELDS FOR A THREE PANEL BODY JOINT. SOME RUST CAN BE SEEN ON SPOT WELDS. CALLED TECHLINE. CASE 2018021402944. WAS ADVISED THAT SOME OLDER MODEL COUPES HAVE HAD THE SAME CONCERN AND
[S]TEST DROVE VEHICLE AND VERIFIED LOUD CREAK NOISE FROM RIGHT FRONT AREA. NOISE CAN BE DUPLICATED BY BOUNCING VEHICLE SUSPENSION. REMOVED RIGHT FRONT WHEEL AND FENDER LINER. DUPLICATED NOISE BY FLEXING
",소음 관련,5
(BK) GENESIS COUPE [DK],북미,미국,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,549,18683,"[C]CUSTOMER REPORTS SQUEAK NOISE PRESENT WHILE DRIVING FROM RIGHT FRONT OVER BUMPS, CHECK AND REPORT
[T]VEHICLE SUSPENSION WITH JACK. NOISE IS LOUDEST FROM SMALL BODY PANEL BEHIND RIGHT FRONT FENDER. THERE ARE SEVERAL SPOT WELDS FOR A THREE PANEL BODY JOINT. SOME RUST CAN BE SEEN ON SPOT WELDS. CALLED TECHLINE. CASE 2018021402944. WAS ADVISED THAT SOME OLDER MODEL COUPES HAVE HAD THE SAME CONCERN AND
[S]TEST DROVE VEHICLE AND VERIFIED LOUD CREAK NOISE FROM RIGHT FRONT AREA. NOISE CAN BE DUPLICATED BY BOUNCING VEHICLE SUSPENSION. REMOVED RIGHT FRONT WHEEL AND FENDER LINER. DUPLICATED NOISE BY FLEXING
",소음 관련,5
